# z; xe; Te
2.046196200000000090e+03 1.043206510000000087e+00 5.579629820000000109e+03
2.049149150000000191e+03 1.043546110000000082e+00 5.587678100000000086e+03
2.052102100000000064e+03 1.043881889999999979e+00 5.595726380000000063e+03
2.055055060000000140e+03 1.044213910000000078e+00 5.603774660000000040e+03
2.058008010000000013e+03 1.044542239999999955e+00 5.611822940000000017e+03
2.060960959999999886e+03 1.044866910000000093e+00 5.619871219999999994e+03
2.063913910000000214e+03 1.045188000000000006e+00 5.627919499999999971e+03
2.066866869999999835e+03 1.045505549999999895e+00 5.635967779999999948e+03
2.069819820000000163e+03 1.045819620000000061e+00 5.644016059999999925e+03
2.072772770000000037e+03 1.046130259999999979e+00 5.652064339999999902e+03
2.075725730000000112e+03 1.046437540000000110e+00 5.660112619999999879e+03
2.078678679999999986e+03 1.046741490000000052e+00 5.668160899999999856e+03
2.081631629999999859e+03 1.047042180000000045e+00 5.676209179999999833e+03
2.084584580000000187e+03 1.047339660000000006e+00 5.684257459999999810e+03
2.087537539999999808e+03 1.047633980000000076e+00 5.692305739999999787e+03
2.090490490000000136e+03 1.047925180000000012e+00 5.700354019999999764e+03
2.093443440000000010e+03 1.048213330000000054e+00 5.708402299999999741e+03
2.096396400000000085e+03 1.048498469999999960e+00 5.716450579999999718e+03
2.099349349999999959e+03 1.048780639999999931e+00 5.724498859999999695e+03
2.102302299999999832e+03 1.049059909999999984e+00 5.732547139999999672e+03
2.105255259999999907e+03 1.049336320000000100e+00 5.740595419999999649e+03
2.108208209999999781e+03 1.049609910000000035e+00 5.748643699999999626e+03
2.111161160000000109e+03 1.049880740000000090e+00 5.756691979999999603e+03
2.114114109999999982e+03 1.050148850000000023e+00 5.764740259999999580e+03
2.117067070000000058e+03 1.050414289999999973e+00 5.772788539999999557e+03
2.120020019999999931e+03 1.050677099999999919e+00 5.780836820000000444e+03
2.122972969999999805e+03 1.050937330000000003e+00 5.788885100000000421e+03
2.125925929999999880e+03 1.051195029999999919e+00 5.796933380000000398e+03
2.128878880000000208e+03 1.051450219999999991e+00 5.804981649999999718e+03
2.131831830000000082e+03 1.051702970000000015e+00 5.813029929999999695e+03
2.134784779999999955e+03 1.051953319999999970e+00 5.821078209999999672e+03
2.137737740000000031e+03 1.052201289999999956e+00 5.829126489999999649e+03
2.140690689999999904e+03 1.052446940000000053e+00 5.837174769999999626e+03
2.143643639999999778e+03 1.052690310000000018e+00 5.845223049999999603e+03
2.146596599999999853e+03 1.052931429999999891e+00 5.853271329999999580e+03
2.149549550000000181e+03 1.053170350000000033e+00 5.861319609999999557e+03
2.152502500000000055e+03 1.053407100000000041e+00 5.869367890000000443e+03
2.155455460000000130e+03 1.053641719999999893e+00 5.877416170000000420e+03
2.158408410000000003e+03 1.053874240000000073e+00 5.885464450000000397e+03
2.161361359999999877e+03 1.054104719999999995e+00 5.893512730000000374e+03
2.164314310000000205e+03 1.054333179999999981e+00 5.901561010000000351e+03
2.167267269999999826e+03 1.054559650000000071e+00 5.909609290000000328e+03
2.170220220000000154e+03 1.054784170000000021e+00 5.917657570000000305e+03
2.173173170000000027e+03 1.055006780000000033e+00 5.925705839999999625e+03
2.176126130000000103e+03 1.055227499999999985e+00 5.933754119999999602e+03
2.179079079999999976e+03 1.055446370000000078e+00 5.941802399999999579e+03
2.182032029999999850e+03 1.055663430000000069e+00 5.949850679999999556e+03
2.184984980000000178e+03 1.055878700000000059e+00 5.957898960000000443e+03
2.187937939999999799e+03 1.056092210000000087e+00 5.965947240000000420e+03
2.190890890000000127e+03 1.056303999999999910e+00 5.973995520000000397e+03
2.193843840000000000e+03 1.056514090000000072e+00 5.982043800000000374e+03
2.196796800000000076e+03 1.056722509999999948e+00 5.990092080000000351e+03
2.199749749999999949e+03 1.056929290000000021e+00 5.998140360000000328e+03
2.202702699999999822e+03 1.057134470000000048e+00 6.006188640000000305e+03
2.205655659999999898e+03 1.057338050000000029e+00 6.014236909999999625e+03
2.208608610000000226e+03 1.057540080000000104e+00 6.022285189999999602e+03
2.211561560000000100e+03 1.057740590000000092e+00 6.030333469999999579e+03
2.214514509999999973e+03 1.057939589999999930e+00 6.038381749999999556e+03
2.217467470000000048e+03 1.058137110000000103e+00 6.046430030000000443e+03
2.220420419999999922e+03 1.058333189999999924e+00 6.054478310000000420e+03
2.223373369999999795e+03 1.058527839999999998e+00 6.062526590000000397e+03
2.226326329999999871e+03 1.058721089999999920e+00 6.070574870000000374e+03
2.229279280000000199e+03 1.058912960000000014e+00 6.078623150000000351e+03
2.232232230000000072e+03 1.059103490000000036e+00 6.086671419999999671e+03
2.235185190000000148e+03 1.059292689999999926e+00 6.094719699999999648e+03
2.238138140000000021e+03 1.059480589999999944e+00 6.102767979999999625e+03
2.241091089999999895e+03 1.059667209999999971e+00 6.110816259999999602e+03
2.244044040000000223e+03 1.059852559999999944e+00 6.118864539999999579e+03
2.246996999999999844e+03 1.060036690000000004e+00 6.126912819999999556e+03
2.249949950000000172e+03 1.060219589999999990e+00 6.134961100000000442e+03
2.252902900000000045e+03 1.060401310000000041e+00 6.143009369999999763e+03
2.255855860000000121e+03 1.060581839999999998e+00 6.151057649999999740e+03
2.258808809999999994e+03 1.060761220000000060e+00 6.159105929999999717e+03
2.261761759999999867e+03 1.060939470000000107e+00 6.167154209999999694e+03
2.264714710000000196e+03 1.061116600000000076e+00 6.175202489999999671e+03
2.267667669999999816e+03 1.061292619999999909e+00 6.183250769999999648e+03
2.270620620000000145e+03 1.061467570000000027e+00 6.191299049999999625e+03
2.273573570000000018e+03 1.061641449999999987e+00 6.199347319999999854e+03
2.276526530000000093e+03 1.061814280000000110e+00 6.207395599999999831e+03
2.279479479999999967e+03 1.061986089999999994e+00 6.215443879999999808e+03
2.282432429999999840e+03 1.062156880000000081e+00 6.223492159999999785e+03
2.285385389999999916e+03 1.062326679999999968e+00 6.231540439999999762e+03
2.288338339999999789e+03 1.062495490000000098e+00 6.239588719999999739e+03
2.291291290000000117e+03 1.062663350000000007e+00 6.247636999999999716e+03
2.294244239999999991e+03 1.062830249999999976e+00 6.255685269999999946e+03
2.297197200000000066e+03 1.062996220000000047e+00 6.263733549999999923e+03
2.300150149999999940e+03 1.063161269999999936e+00 6.271781829999999900e+03
2.303103099999999813e+03 1.063325419999999966e+00 6.279830109999999877e+03
2.306056059999999889e+03 1.063488680000000075e+00 6.287878389999999854e+03
2.309009010000000217e+03 1.063651069999999921e+00 6.295926669999999831e+03
2.311961960000000090e+03 1.063812589999999947e+00 6.303974940000000061e+03
2.314914909999999963e+03 1.063973269999999971e+00 6.312023220000000038e+03
2.317867870000000039e+03 1.064133119999999932e+00 6.320071500000000015e+03
2.320820819999999912e+03 1.064292140000000053e+00 6.328119779999999992e+03
2.323773769999999786e+03 1.064450349999999990e+00 6.336168059999999969e+03
2.326726729999999861e+03 1.064607770000000064e+00 6.344216330000000198e+03
2.329679680000000189e+03 1.064764400000000055e+00 6.352264610000000175e+03
2.332632630000000063e+03 1.064920249999999902e+00 6.360312890000000152e+03
2.335585590000000138e+03 1.065075339999999926e+00 6.368361170000000129e+03
2.338538540000000012e+03 1.065229669999999906e+00 6.376409450000000106e+03
2.341491489999999885e+03 1.065383259999999943e+00 6.384457730000000083e+03
2.344444440000000213e+03 1.065536119999999976e+00 6.392506000000000313e+03
2.347397399999999834e+03 1.065688250000000004e+00 6.400554280000000290e+03
2.350350350000000162e+03 1.065839669999999906e+00 6.408602560000000267e+03
2.353303300000000036e+03 1.065990390000000065e+00 6.416650840000000244e+03
2.356256260000000111e+03 1.066140410000000038e+00 6.424699120000000221e+03
2.359209209999999985e+03 1.066289739999999986e+00 6.432747390000000451e+03
2.362162159999999858e+03 1.066438400000000009e+00 6.440795670000000428e+03
2.365115119999999933e+03 1.066586390000000106e+00 6.448843950000000405e+03
2.368068069999999807e+03 1.066733729999999936e+00 6.456892230000000382e+03
2.371021020000000135e+03 1.066880410000000001e+00 6.464940510000000359e+03
2.373973970000000008e+03 1.067026449999999960e+00 6.472988779999999679e+03
2.376926930000000084e+03 1.067171869999999911e+00 6.481037059999999656e+03
2.379879879999999957e+03 1.067316649999999978e+00 6.489085339999999633e+03
2.382832829999999831e+03 1.067460819999999977e+00 6.497133619999999610e+03
2.385785789999999906e+03 1.067604379999999908e+00 6.505181899999999587e+03
2.388738739999999780e+03 1.067747339999999934e+00 6.513230169999999816e+03
2.391691690000000108e+03 1.067889700000000053e+00 6.521278449999999793e+03
2.394644639999999981e+03 1.068031469999999983e+00 6.529326729999999770e+03
2.397597600000000057e+03 1.068172649999999946e+00 6.537375009999999747e+03
2.400550549999999930e+03 1.068313260000000042e+00 6.545423279999999977e+03
2.403503499999999804e+03 1.068453290000000111e+00 6.553471559999999954e+03
2.406456459999999879e+03 1.068592750000000091e+00 6.561519839999999931e+03
2.409409410000000207e+03 1.068731649999999922e+00 6.569568119999999908e+03
2.412362360000000081e+03 1.068869990000000048e+00 6.577616399999999885e+03
2.415315320000000156e+03 1.069007770000000024e+00 6.585664670000000115e+03
2.418268270000000030e+03 1.069145000000000012e+00 6.593712950000000092e+03
2.421221219999999903e+03 1.069281689999999951e+00 6.601761230000000069e+03
2.424174169999999776e+03 1.069417819999999963e+00 6.609809510000000046e+03
2.427127129999999852e+03 1.069553409999999927e+00 6.617857780000000275e+03
2.430080080000000180e+03 1.069688470000000002e+00 6.625906060000000252e+03
2.433033030000000053e+03 1.069822980000000090e+00 6.633954340000000229e+03
2.435985990000000129e+03 1.069956960000000068e+00 6.642002620000000206e+03
2.438938940000000002e+03 1.070090409999999936e+00 6.650050900000000183e+03
2.441891889999999876e+03 1.070223319999999978e+00 6.658099170000000413e+03
2.444844840000000204e+03 1.070355699999999910e+00 6.666147450000000390e+03
2.447797799999999825e+03 1.070487559999999894e+00 6.674195730000000367e+03
2.450750750000000153e+03 1.070618889999999990e+00 6.682244010000000344e+03
2.453703700000000026e+03 1.070749680000000037e+00 6.690292279999999664e+03
2.456656660000000102e+03 1.070879949999999914e+00 6.698340559999999641e+03
2.459609609999999975e+03 1.071009700000000064e+00 6.706388839999999618e+03
2.462562559999999849e+03 1.071138920000000105e+00 6.714437119999999595e+03
2.465515519999999924e+03 1.071267610000000037e+00 6.722485389999999825e+03
2.468468469999999797e+03 1.071395770000000081e+00 6.730533669999999802e+03
2.471421420000000126e+03 1.071523409999999954e+00 6.738581949999999779e+03
2.474374369999999999e+03 1.071650519999999940e+00 6.746630229999999756e+03
2.477327330000000075e+03 1.071777100000000038e+00 6.754678499999999985e+03
2.480280279999999948e+03 1.071903159999999966e+00 6.762726779999999962e+03
2.483233229999999821e+03 1.072028680000000067e+00 6.770775059999999939e+03
2.486186189999999897e+03 1.072153659999999897e+00 6.778823339999999916e+03
2.489139140000000225e+03 1.072278120000000001e+00 6.786871610000000146e+03
2.492092090000000098e+03 1.072402029999999895e+00 6.794919890000000123e+03
2.495045050000000174e+03 1.072525409999999901e+00 6.802968170000000100e+03
2.497998000000000047e+03 1.072648239999999920e+00 6.811016450000000077e+03
2.500950949999999921e+03 1.072770519999999950e+00 6.819064720000000307e+03
2.503903899999999794e+03 1.072892249999999992e+00 6.827113000000000284e+03
2.506856859999999870e+03 1.073013430000000046e+00 6.835161280000000261e+03
2.509809810000000198e+03 1.073134049999999950e+00 6.843209549999999581e+03
2.512762760000000071e+03 1.073254090000000049e+00 6.851257829999999558e+03
2.515715720000000147e+03 1.073373569999999999e+00 6.859306110000000444e+03
2.518668670000000020e+03 1.073492469999999921e+00 6.867354390000000421e+03
2.521621619999999893e+03 1.073610790000000037e+00 6.875402659999999742e+03
2.524574570000000222e+03 1.073728519999999964e+00 6.883450939999999719e+03
2.527527529999999842e+03 1.073845649999999985e+00 6.891499219999999696e+03
2.530480480000000171e+03 1.073962180000000100e+00 6.899547499999999673e+03
2.533433430000000044e+03 1.074078110000000086e+00 6.907595769999999902e+03
2.536386390000000119e+03 1.074193420000000065e+00 6.915644049999999879e+03
2.539339339999999993e+03 1.074308110000000038e+00 6.923692329999999856e+03
2.542292289999999866e+03 1.074422180000000004e+00 6.931740600000000086e+03
2.545245249999999942e+03 1.074535620000000025e+00 6.939788880000000063e+03
2.548198199999999815e+03 1.074648409999999998e+00 6.947837160000000040e+03
2.551151150000000143e+03 1.074760570000000026e+00 6.955885440000000017e+03
2.554104100000000017e+03 1.074872070000000068e+00 6.963933710000000247e+03
2.557057060000000092e+03 1.074982909999999903e+00 6.971981990000000224e+03
2.560010009999999966e+03 1.075093089999999973e+00 6.980030270000000201e+03
2.562962959999999839e+03 1.075202589999999958e+00 6.988078540000000430e+03
2.565915919999999915e+03 1.075311410000000079e+00 6.996126820000000407e+03
2.568868869999999788e+03 1.075419539999999952e+00 7.004175100000000384e+03
2.571821820000000116e+03 1.075526959999999921e+00 7.012223380000000361e+03
2.574774769999999990e+03 1.075633679999999925e+00 7.020271649999999681e+03
2.577727730000000065e+03 1.075739669999999926e+00 7.028319929999999658e+03
2.580680679999999938e+03 1.075844919999999982e+00 7.036368209999999635e+03
2.583633629999999812e+03 1.075949440000000035e+00 7.044416479999999865e+03
2.586586589999999887e+03 1.076053190000000104e+00 7.052464759999999842e+03
2.589539540000000216e+03 1.076156169999999968e+00 7.060513039999999819e+03
2.592492490000000089e+03 1.076258369999999909e+00 7.068561319999999796e+03
2.595445450000000164e+03 1.076359770000000049e+00 7.076609590000000026e+03
2.598398400000000038e+03 1.076460369999999944e+00 7.084657870000000003e+03
2.601351349999999911e+03 1.076560149999999938e+00 7.092706149999999980e+03
2.604304299999999785e+03 1.076659089999999930e+00 7.100754420000000209e+03
2.607257259999999860e+03 1.076757200000000081e+00 7.108802700000000186e+03
2.610210210000000188e+03 1.076854449999999908e+00 7.116850980000000163e+03
2.613163160000000062e+03 1.076950840000000076e+00 7.124899250000000393e+03
2.616116120000000137e+03 1.077046350000000041e+00 7.132947530000000370e+03
2.619069070000000011e+03 1.077140970000000086e+00 7.140995810000000347e+03
2.622022019999999884e+03 1.077234709999999929e+00 7.149044079999999667e+03
2.624974970000000212e+03 1.077327530000000033e+00 7.157092359999999644e+03
2.627927929999999833e+03 1.077419439999999895e+00 7.165140639999999621e+03
2.630880880000000161e+03 1.077510430000000019e+00 7.173188919999999598e+03
2.633833830000000034e+03 1.077600480000000083e+00 7.181237189999999828e+03
2.636786790000000110e+03 1.077689590000000086e+00 7.189285469999999805e+03
2.639739739999999983e+03 1.077777739999999929e+00 7.197333749999999782e+03
2.642692689999999857e+03 1.077864919999999893e+00 7.205382020000000011e+03
2.645645649999999932e+03 1.077951129999999980e+00 7.213430299999999988e+03
2.648598599999999806e+03 1.078036339999999926e+00 7.221478579999999965e+03
2.651551550000000134e+03 1.078120570000000056e+00 7.229526850000000195e+03
2.654504500000000007e+03 1.078203779999999945e+00 7.237575130000000172e+03
2.657457460000000083e+03 1.078285970000000038e+00 7.245623410000000149e+03
2.660410409999999956e+03 1.078367139999999891e+00 7.253671680000000379e+03
2.663363359999999830e+03 1.078447270000000069e+00 7.261719960000000356e+03
2.666316319999999905e+03 1.078526349999999967e+00 7.269768240000000333e+03
2.669269269999999779e+03 1.078604370000000090e+00 7.277816509999999653e+03
2.672222220000000107e+03 1.078681320000000055e+00 7.285864789999999630e+03
2.675175180000000182e+03 1.078757200000000083e+00 7.293913069999999607e+03
2.678128130000000056e+03 1.078832000000000013e+00 7.301961339999999836e+03
2.681081079999999929e+03 1.078905699999999968e+00 7.310009619999999813e+03
2.684034029999999802e+03 1.078978310000000107e+00 7.318057899999999790e+03
2.686986989999999878e+03 1.079049810000000109e+00 7.326106170000000020e+03
2.689939940000000206e+03 1.079120199999999974e+00 7.334154449999999997e+03
2.692892890000000079e+03 1.079189469999999984e+00 7.342202729999999974e+03
2.695845850000000155e+03 1.079257619999999918e+00 7.350251000000000204e+03
2.698798800000000028e+03 1.079324640000000057e+00 7.358299280000000181e+03
2.701751749999999902e+03 1.079390529999999959e+00 7.366347560000000158e+03
2.704704699999999775e+03 1.079455290000000067e+00 7.374395830000000387e+03
2.707657659999999851e+03 1.079518909999999998e+00 7.382444110000000364e+03
2.710610610000000179e+03 1.079581389999999974e+00 7.390492390000000341e+03
2.713563560000000052e+03 1.079642720000000056e+00 7.398540659999999662e+03
2.716516520000000128e+03 1.079702909999999960e+00 7.406588939999999639e+03
2.719469470000000001e+03 1.079761959999999910e+00 7.414637219999999616e+03
2.722422419999999875e+03 1.079819859999999965e+00 7.422685489999999845e+03
2.725375379999999950e+03 1.079876620000000065e+00 7.430733769999999822e+03
2.728328329999999823e+03 1.079932239999999988e+00 7.438782049999999799e+03
2.731281280000000152e+03 1.079986719999999956e+00 7.446830320000000029e+03
2.734234230000000025e+03 1.080040059999999968e+00 7.454878600000000006e+03
2.737187190000000101e+03 1.080092260000000026e+00 7.462926879999999983e+03
2.740140139999999974e+03 1.080143340000000007e+00 7.470975150000000212e+03
2.743093089999999847e+03 1.080193289999999973e+00 7.479023430000000189e+03
2.746046049999999923e+03 1.080242120000000083e+00 7.487071710000000166e+03
2.748998999999999796e+03 1.080289840000000057e+00 7.495119980000000396e+03
2.751951950000000124e+03 1.080336449999999893e+00 7.503168260000000373e+03
2.754904899999999998e+03 1.080381959999999975e+00 7.511216529999999693e+03
2.757857860000000073e+03 1.080426380000000020e+00 7.519264809999999670e+03
2.760810809999999947e+03 1.080469729999999906e+00 7.527313089999999647e+03
2.763763759999999820e+03 1.080511999999999917e+00 7.535361359999999877e+03
2.766716719999999896e+03 1.080553209999999931e+00 7.543409639999999854e+03
2.769669670000000224e+03 1.080593380000000048e+00 7.551457919999999831e+03
2.772622620000000097e+03 1.080632510000000046e+00 7.559506190000000061e+03
2.775575580000000173e+03 1.080670610000000087e+00 7.567554470000000038e+03
2.778528530000000046e+03 1.080707700000000049e+00 7.575602750000000015e+03
2.781481479999999920e+03 1.080743800000000032e+00 7.583651020000000244e+03
2.784434429999999793e+03 1.080778910000000037e+00 7.591699300000000221e+03
2.787387389999999868e+03 1.080813060000000103e+00 7.599747570000000451e+03
2.790340340000000197e+03 1.080846250000000008e+00 7.607795850000000428e+03
2.793293290000000070e+03 1.080878510000000015e+00 7.615844130000000405e+03
2.796246250000000146e+03 1.080909839999999900e+00 7.623892399999999725e+03
2.799199200000000019e+03 1.080940280000000087e+00 7.631940679999999702e+03
2.802152149999999892e+03 1.080969829999999909e+00 7.639988959999999679e+03
2.805105109999999968e+03 1.080998509999999913e+00 7.648037229999999909e+03
2.808058059999999841e+03 1.081026330000000035e+00 7.656085509999999886e+03
2.811011010000000169e+03 1.081053309999999934e+00 7.664133789999999863e+03
2.813963960000000043e+03 1.081079469999999931e+00 7.672182060000000092e+03
2.816916920000000118e+03 1.081104819999999966e+00 7.680230340000000069e+03
2.819869869999999992e+03 1.081129390000000079e+00 7.688278610000000299e+03
2.822822819999999865e+03 1.081153189999999986e+00 7.696326890000000276e+03
2.825775779999999941e+03 1.081176249999999950e+00 7.704375170000000253e+03
2.828728729999999814e+03 1.081198569999999970e+00 7.712423439999999573e+03
2.831681680000000142e+03 1.081220180000000086e+00 7.720471719999999550e+03
2.834634630000000016e+03 1.081241099999999955e+00 7.728520000000000437e+03
2.837587590000000091e+03 1.081261339999999960e+00 7.736568269999999757e+03
2.840540539999999964e+03 1.081280919999999979e+00 7.744616549999999734e+03
2.843493489999999838e+03 1.081299859999999891e+00 7.752664819999999963e+03
2.846446449999999913e+03 1.081318180000000018e+00 7.760713099999999940e+03
2.849399399999999787e+03 1.081335900000000017e+00 7.768761379999999917e+03
2.852352350000000115e+03 1.081353020000000109e+00 7.776809650000000147e+03
2.855305310000000190e+03 1.081369569999999891e+00 7.784857930000000124e+03
2.858258260000000064e+03 1.081385569999999907e+00 7.792906200000000354e+03
2.861211209999999937e+03 1.081401030000000096e+00 7.800954480000000331e+03
2.864164159999999811e+03 1.081415969999999893e+00 7.809002760000000308e+03
2.867117119999999886e+03 1.081430399999999903e+00 7.817051029999999628e+03
2.870070070000000214e+03 1.081444340000000004e+00 7.825099309999999605e+03
2.873023020000000088e+03 1.081457810000000075e+00 7.833147589999999582e+03
2.875975980000000163e+03 1.081470820000000055e+00 7.841195859999999811e+03
2.878928930000000037e+03 1.081483380000000105e+00 7.849244139999999788e+03
2.881881879999999910e+03 1.081495499999999943e+00 7.857292410000000018e+03
2.884834829999999783e+03 1.081507219999999991e+00 7.865340689999999995e+03
2.887787789999999859e+03 1.081518519999999928e+00 7.873388969999999972e+03
2.890740740000000187e+03 1.081529439999999953e+00 7.881437240000000202e+03
2.893693690000000061e+03 1.081539980000000067e+00 7.889485520000000179e+03
2.896646650000000136e+03 1.081550149999999988e+00 7.897533790000000408e+03
2.899599600000000009e+03 1.081559979999999976e+00 7.905582070000000385e+03
2.902552549999999883e+03 1.081569460000000094e+00 7.913630350000000362e+03
2.905505509999999958e+03 1.081578609999999996e+00 7.921678619999999682e+03
2.908458459999999832e+03 1.081587440000000067e+00 7.929726899999999659e+03
2.911411410000000160e+03 1.081595969999999962e+00 7.937775169999999889e+03
2.914364360000000033e+03 1.081604189999999965e+00 7.945823449999999866e+03
2.917317320000000109e+03 1.081612140000000055e+00 7.953871729999999843e+03
2.920270269999999982e+03 1.081619799999999909e+00 7.961920000000000073e+03
2.923223219999999856e+03 1.081627200000000011e+00 7.969968280000000050e+03
2.926176179999999931e+03 1.081634339999999916e+00 7.978016550000000279e+03
2.929129129999999805e+03 1.081641230000000009e+00 7.986064830000000256e+03
2.932082080000000133e+03 1.081647889999999945e+00 7.994113110000000233e+03
2.935035040000000208e+03 1.081654310000000008e+00 8.002161379999999554e+03
2.937987990000000082e+03 1.081660510000000075e+00 8.010209660000000440e+03
2.940940939999999955e+03 1.081666489999999925e+00 8.018257929999999760e+03
2.943893889999999828e+03 1.081672259999999941e+00 8.026306209999999737e+03
2.946846849999999904e+03 1.081677840000000002e+00 8.034354489999999714e+03
2.949799799999999777e+03 1.081683219999999945e+00 8.042402759999999944e+03
2.952752750000000106e+03 1.081688409999999934e+00 8.050451039999999921e+03
2.955705710000000181e+03 1.081693430000000067e+00 8.058499310000000150e+03
2.958658660000000054e+03 1.081698269999999962e+00 8.066547590000000127e+03
2.961611609999999928e+03 1.081702940000000002e+00 8.074595870000000104e+03
2.964564559999999801e+03 1.081707449999999904e+00 8.082644140000000334e+03
2.967517519999999877e+03 1.081711810000000051e+00 8.090692420000000311e+03
2.970470470000000205e+03 1.081716010000000061e+00 8.098740689999999631e+03
2.973423420000000078e+03 1.081720070000000034e+00 8.106788969999999608e+03
2.976376380000000154e+03 1.081723989999999969e+00 8.114837239999999838e+03
2.979329330000000027e+03 1.081727780000000028e+00 8.122885519999999815e+03
2.982282279999999901e+03 1.081731439999999989e+00 8.130933799999999792e+03
2.985235239999999976e+03 1.081734970000000073e+00 8.138982070000000022e+03
2.988188189999999850e+03 1.081738379999999999e+00 8.147030349999999999e+03
2.991141140000000178e+03 1.081741669999999989e+00 8.155078620000000228e+03
2.994094090000000051e+03 1.081744859999999919e+00 8.163126900000000205e+03
2.997047050000000127e+03 1.081747929999999913e+00 8.171175180000000182e+03
3.000000000000000000e+03 1.081750900000000071e+00 8.179225499999999556e+03
