# z; xe; Te
9.004504500000000462e+02 1.281413149999999918e-02 2.456468969999999899e+03
9.034034030000000257e+02 1.335441010000000019e-02 2.464536450000000059e+03
9.063563560000000052e+02 1.391771770000000026e-02 2.472603079999999864e+03
9.093093089999999847e+02 1.450483290000000036e-02 2.480668880000000172e+03
9.122622619999999642e+02 1.511655200000000011e-02 2.488733889999999974e+03
9.152152149999999438e+02 1.575368649999999912e-02 2.496798150000000078e+03
9.181681680000000370e+02 1.641705970000000014e-02 2.504861669999999776e+03
9.211211210000000165e+02 1.710750650000000123e-02 2.512924500000000080e+03
9.240740739999999960e+02 1.782587279999999982e-02 2.520986649999999827e+03
9.270270269999999755e+02 1.857301600000000122e-02 2.529048170000000027e+03
9.299799799999999550e+02 1.934980539999999957e-02 2.537109069999999974e+03
9.329329330000000482e+02 2.015712199999999954e-02 2.545169390000000021e+03
9.358858860000000277e+02 2.099585879999999946e-02 2.553229139999999916e+03
9.388388390000000072e+02 2.186692020000000070e-02 2.561288360000000011e+03
9.417917919999999867e+02 2.277122120000000041e-02 2.569347069999999803e+03
9.447447449999999662e+02 2.370968719999999932e-02 2.577405290000000150e+03
9.476976979999999458e+02 2.468325570000000010e-02 2.585463040000000092e+03
9.506506510000000389e+02 2.569287769999999832e-02 2.593520349999999780e+03
9.536036040000000185e+02 2.673951429999999949e-02 2.601577229999999872e+03
9.565565569999999980e+02 2.782412919999999873e-02 2.609633710000000065e+03
9.595095099999999775e+02 2.894768140000000128e-02 2.617689800000000105e+03
9.624624619999999595e+02 3.011112520000000167e-02 2.625745530000000144e+03
9.654154150000000527e+02 3.131541830000000165e-02 2.633800909999999931e+03
9.683683680000000322e+02 3.256153059999999932e-02 2.641855959999999868e+03
9.713213210000000117e+02 3.385044579999999664e-02 2.649910690000000159e+03
9.742742739999999912e+02 3.518315720000000230e-02 2.657965110000000095e+03
9.772272269999999708e+02 3.656066089999999991e-02 2.666019249999999829e+03
9.801801799999999503e+02 3.798395129999999897e-02 2.674073120000000017e+03
9.831331330000000435e+02 3.945402120000000151e-02 2.682126729999999952e+03
9.860860860000000230e+02 4.097186010000000017e-02 2.690180089999999836e+03
9.890390390000000025e+02 4.253845390000000198e-02 2.698233220000000074e+03
9.919919919999999820e+02 4.415478379999999980e-02 2.706286120000000210e+03
9.949449449999999615e+02 4.582182630000000007e-02 2.714338810000000194e+03
9.978978980000000547e+02 4.754055380000000303e-02 2.722391299999999774e+03
1.000850850000000037e+03 4.931193379999999904e-02 2.730443589999999858e+03
1.003803800000000024e+03 5.113692809999999950e-02 2.738495699999999943e+03
1.006756759999999986e+03 5.301649149999999866e-02 2.746547639999999774e+03
1.009709709999999973e+03 5.495156959999999979e-02 2.754599409999999807e+03
1.012662659999999960e+03 5.694309759999999915e-02 2.762651029999999992e+03
1.015615620000000035e+03 5.899200029999999983e-02 2.770702490000000125e+03
1.018568570000000022e+03 6.109919269999999902e-02 2.778753810000000158e+03
1.021521520000000010e+03 6.326558020000000448e-02 2.786804999999999836e+03
1.024474470000000110e+03 6.549205460000000201e-02 2.794856049999999868e+03
1.027427429999999958e+03 6.777948740000000472e-02 2.802906989999999951e+03
1.030380380000000059e+03 7.012872470000000580e-02 2.810957800000000134e+03
1.033333329999999933e+03 7.254058739999999506e-02 2.819008510000000115e+03
1.036286290000000008e+03 7.501587839999999952e-02 2.827059110000000146e+03
1.039239240000000109e+03 7.755538989999999355e-02 2.835109609999999975e+03
1.042192189999999982e+03 8.015990289999999630e-02 2.843160010000000057e+03
1.045145150000000058e+03 8.283017789999999603e-02 2.851210320000000138e+03
1.048098099999999931e+03 8.556694180000000427e-02 2.859260540000000219e+03
1.051051050000000032e+03 8.837088129999999542e-02 2.867310680000000048e+03
1.054003999999999905e+03 9.124264869999999805e-02 2.875360749999999825e+03
1.056956959999999981e+03 9.418287879999999446e-02 2.883410730000000058e+03
1.059909910000000082e+03 9.719220100000000584e-02 2.891460649999999987e+03
1.062862859999999955e+03 1.002712350000000002e-01 2.899510490000000118e+03
1.065815820000000031e+03 1.034205720000000023e-01 2.907560269999999946e+03
1.068768769999999904e+03 1.066407479999999935e-01 2.915609989999999925e+03
1.071721720000000005e+03 1.099322390000000010e-01 2.923659650000000056e+03
1.074674670000000106e+03 1.132954810000000034e-01 2.931709249999999884e+03
1.077627629999999954e+03 1.167308960000000007e-01 2.939758800000000065e+03
1.080580580000000054e+03 1.202389100000000044e-01 2.947808300000000145e+03
1.083533529999999928e+03 1.238199340000000065e-01 2.955857750000000124e+03
1.086486490000000003e+03 1.274743339999999947e-01 2.963907150000000001e+03
1.089439440000000104e+03 1.312024009999999963e-01 2.971956499999999778e+03
1.092392389999999978e+03 1.350043539999999931e-01 2.980005819999999858e+03
1.095345350000000053e+03 1.388803640000000061e-01 2.988055089999999836e+03
1.098298299999999927e+03 1.428305860000000094e-01 2.996104319999999916e+03
1.101251250000000027e+03 1.468551660000000092e-01 3.004153519999999844e+03
1.104204199999999901e+03 1.509542269999999964e-01 3.012202679999999873e+03
1.107157159999999976e+03 1.551278540000000095e-01 3.020251800000000003e+03
1.110110110000000077e+03 1.593760750000000059e-01 3.028300900000000183e+03
1.113063059999999950e+03 1.636988699999999963e-01 3.036349960000000010e+03
1.116016020000000026e+03 1.680961800000000117e-01 3.044398990000000140e+03
1.118968969999999899e+03 1.725679189999999863e-01 3.052447999999999865e+03
1.121921920000000000e+03 1.771139790000000047e-01 3.060496979999999894e+03
1.124874870000000101e+03 1.817342120000000061e-01 3.068545930000000226e+03
1.127827829999999949e+03 1.864284170000000129e-01 3.076594849999999951e+03
1.130780780000000050e+03 1.911963309999999971e-01 3.084643759999999929e+03
1.133733729999999923e+03 1.960376339999999884e-01 3.092692640000000210e+03
1.136686689999999999e+03 2.009519790000000028e-01 3.100741489999999885e+03
1.139639640000000099e+03 2.059390050000000083e-01 3.108790329999999813e+03
1.142592589999999973e+03 2.109983340000000096e-01 3.116839149999999790e+03
1.145545550000000048e+03 2.161295530000000020e-01 3.124887940000000071e+03
1.148498499999999922e+03 2.213321930000000104e-01 3.132936720000000150e+03
1.151451450000000023e+03 2.266057230000000089e-01 3.140985479999999825e+03
1.154404399999999896e+03 2.319495639999999970e-01 3.149034230000000207e+03
1.157357359999999971e+03 2.373631059999999904e-01 3.157082960000000185e+03
1.160310310000000072e+03 2.428457149999999898e-01 3.165131670000000213e+03
1.163263259999999946e+03 2.483967310000000095e-01 3.173180370000000039e+03
1.166216220000000021e+03 2.540154620000000252e-01 3.181229049999999916e+03
1.169169169999999895e+03 2.597011739999999791e-01 3.189277720000000045e+03
1.172122119999999995e+03 2.654530900000000027e-01 3.197326370000000225e+03
1.175075080000000071e+03 2.712703989999999954e-01 3.205375019999999950e+03
1.178028029999999944e+03 2.771522730000000045e-01 3.213423650000000180e+03
1.180980980000000045e+03 2.830978690000000020e-01 3.221472270000000208e+03
1.183933929999999918e+03 2.891063240000000256e-01 3.229520880000000034e+03
1.186886889999999994e+03 2.951767290000000266e-01 3.237569469999999910e+03
1.189839840000000095e+03 3.013081160000000147e-01 3.245618059999999787e+03
1.192792789999999968e+03 3.074994679999999980e-01 3.253666639999999916e+03
1.195745750000000044e+03 3.137497360000000013e-01 3.261715209999999843e+03
1.198698699999999917e+03 3.200578600000000273e-01 3.269763759999999820e+03
1.201651650000000018e+03 3.264227679999999743e-01 3.277812309999999798e+03
1.204604599999999891e+03 3.328433749999999969e-01 3.285860850000000028e+03
1.207557559999999967e+03 3.393185739999999839e-01 3.293909389999999803e+03
1.210510510000000068e+03 3.458472459999999971e-01 3.301957910000000084e+03
1.213463459999999941e+03 3.524282499999999985e-01 3.310006429999999909e+03
1.216416420000000016e+03 3.590604090000000248e-01 3.318054939999999988e+03
1.219369369999999890e+03 3.657425009999999976e-01 3.326103439999999864e+03
1.222322319999999991e+03 3.724732599999999727e-01 3.334151940000000195e+03
1.225275280000000066e+03 3.792513940000000194e-01 3.342200429999999869e+03
1.228228229999999940e+03 3.860756060000000156e-01 3.350248909999999796e+03
1.231181180000000040e+03 3.929445950000000076e-01 3.358297390000000178e+03
1.234134129999999914e+03 3.998570439999999948e-01 3.366345859999999902e+03
1.237087089999999989e+03 4.068116059999999923e-01 3.374394319999999880e+03
1.240040040000000090e+03 4.138069050000000026e-01 3.382442779999999857e+03
1.242992989999999963e+03 4.208415360000000160e-01 3.390491239999999834e+03
1.245945950000000039e+03 4.279140570000000143e-01 3.398539690000000064e+03
1.248898899999999912e+03 4.350229669999999826e-01 3.406588130000000092e+03
1.251851850000000013e+03 4.421667140000000162e-01 3.414636570000000120e+03
1.254804799999999886e+03 4.493437239999999999e-01 3.422684999999999945e+03
1.257757759999999962e+03 4.565524730000000142e-01 3.430733439999999973e+03
1.260710710000000063e+03 4.637914989999999960e-01 3.438781860000000052e+03
1.263663659999999936e+03 4.710593630000000087e-01 3.446830280000000130e+03
1.266616620000000012e+03 4.783545730000000051e-01 3.454878700000000208e+03
1.269569570000000112e+03 4.856755309999999937e-01 3.462927119999999832e+03
1.272522519999999986e+03 4.930205460000000039e-01 3.470975530000000163e+03
1.275475480000000061e+03 5.003878659999999590e-01 3.479023929999999837e+03
1.278428429999999935e+03 5.077757139999999891e-01 3.487072340000000167e+03
1.281381380000000036e+03 5.151822900000000427e-01 3.495120739999999842e+03
1.284334329999999909e+03 5.226057720000000240e-01 3.503169130000000223e+03
1.287287289999999985e+03 5.300443259999999546e-01 3.511217529999999897e+03
1.290240240000000085e+03 5.374961120000000259e-01 3.519265919999999824e+03
1.293193189999999959e+03 5.449592720000000501e-01 3.527314310000000205e+03
1.296146150000000034e+03 5.524319090000000543e-01 3.535362689999999930e+03
1.299099099999999908e+03 5.599120669999999578e-01 3.543411070000000109e+03
1.302052050000000008e+03 5.673977329999999597e-01 3.551459449999999833e+03
1.305005010000000084e+03 5.748868499999999493e-01 3.559507830000000013e+03
1.307957959999999957e+03 5.823773490000000441e-01 3.567556199999999990e+03
1.310910910000000058e+03 5.898671549999999764e-01 3.575604580000000169e+03
1.313863859999999931e+03 5.973541679999999632e-01 3.583652939999999944e+03
1.316816820000000007e+03 6.048362390000000532e-01 3.591701309999999921e+03
1.319769770000000108e+03 6.123111430000000022e-01 3.599749679999999898e+03
1.322722719999999981e+03 6.197765840000000193e-01 3.607798040000000128e+03
1.325675680000000057e+03 6.272302199999999495e-01 3.615846399999999903e+03
1.328628629999999930e+03 6.346696939999999509e-01 3.623894760000000133e+03
1.331581580000000031e+03 6.420926399999999923e-01 3.631943110000000161e+03
1.334534529999999904e+03 6.494966580000000045e-01 3.639991469999999936e+03
1.337487489999999980e+03 6.568792639999999627e-01 3.648039819999999963e+03
1.340440440000000081e+03 6.642378759999999494e-01 3.656088169999999991e+03
1.343393389999999954e+03 6.715698460000000258e-01 3.664136520000000019e+03
1.346346350000000029e+03 6.788725420000000232e-01 3.672184870000000046e+03
1.349299299999999903e+03 6.861434010000000416e-01 3.680233209999999872e+03
1.352252250000000004e+03 6.933799170000000123e-01 3.688281550000000152e+03
1.355205210000000079e+03 7.005795900000000298e-01 3.696329900000000180e+03
1.358158159999999953e+03 7.077398710000000204e-01 3.704378240000000005e+03
1.361111110000000053e+03 7.148581290000000088e-01 3.712426579999999831e+03
1.364064059999999927e+03 7.219316169999999699e-01 3.720474909999999909e+03
1.367017020000000002e+03 7.289574699999999963e-01 3.728523250000000189e+03
1.369969970000000103e+03 7.359325669999999819e-01 3.736571579999999813e+03
1.372922919999999976e+03 7.428536719999999649e-01 3.744619920000000093e+03
1.375875880000000052e+03 7.497177390000000496e-01 3.752668250000000171e+03
1.378828829999999925e+03 7.565223180000000269e-01 3.760716579999999794e+03
1.381781780000000026e+03 7.632656599999999569e-01 3.768764909999999873e+03
1.384734729999999900e+03 7.699460769999999510e-01 3.776813230000000203e+03
1.387687689999999975e+03 7.765612210000000237e-01 3.784861559999999827e+03
1.390640640000000076e+03 7.831075650000000055e-01 3.792909889999999905e+03
1.393593589999999949e+03 7.895809240000000173e-01 3.800958209999999781e+03
1.396546550000000025e+03 7.959773610000000499e-01 3.809006530000000112e+03
1.399499499999999898e+03 8.022937039999999964e-01 3.817054849999999988e+03
1.402452449999999999e+03 8.085274409999999579e-01 3.825103180000000066e+03
1.405405410000000074e+03 8.146763500000000491e-01 3.833151490000000194e+03
1.408358359999999948e+03 8.207381550000000248e-01 3.841199810000000070e+03
1.411311310000000049e+03 8.267104629999999510e-01 3.849248129999999946e+03
1.414264259999999922e+03 8.325908379999999998e-01 3.857296449999999822e+03
1.417217219999999998e+03 8.383768390000000403e-01 3.865344759999999951e+03
1.420170170000000098e+03 8.440660309999999944e-01 3.873393079999999827e+03
1.423123119999999972e+03 8.496560229999999825e-01 3.881441389999999956e+03
1.426076080000000047e+03 8.551445429999999792e-01 3.889489700000000084e+03
1.429029029999999921e+03 8.605294980000000038e-01 3.897538019999999960e+03
1.431981980000000021e+03 8.658089410000000541e-01 3.905586330000000089e+03
1.434934929999999895e+03 8.709809389999999540e-01 3.913634640000000218e+03
1.437887889999999970e+03 8.760434670000000201e-01 3.921682949999999892e+03
1.440840840000000071e+03 8.809942050000000302e-01 3.929731249999999818e+03
1.443793789999999944e+03 8.858308449999999779e-01 3.937779559999999947e+03
1.446746750000000020e+03 8.905515309999999518e-01 3.945827870000000075e+03
1.449699699999999893e+03 8.951549399999999546e-01 3.953876170000000002e+03
1.452652649999999994e+03 8.996403579999999733e-01 3.961924480000000131e+03
1.455605610000000070e+03 9.040073370000000219e-01 3.969972780000000057e+03
1.458558559999999943e+03 9.082551260000000237e-01 3.978021090000000186e+03
1.461511510000000044e+03 9.123826800000000015e-01 3.986069390000000112e+03
1.464464459999999917e+03 9.163889549999999495e-01 3.994117690000000039e+03
1.467417419999999993e+03 9.202732500000000426e-01 4.002166000000000167e+03
1.470370370000000094e+03 9.240353350000000132e-01 4.010214300000000094e+03
1.473323319999999967e+03 9.276754230000000545e-01 4.018262600000000020e+03
1.476276280000000042e+03 9.311939099999999581e-01 4.026310899999999947e+03
1.479229229999999916e+03 9.345910859999999598e-01 4.034359199999999873e+03
1.482182180000000017e+03 9.378671760000000246e-01 4.042407490000000053e+03
1.485135140000000092e+03 9.410225439999999608e-01 4.050455789999999979e+03
1.488088089999999966e+03 9.440578870000000400e-01 4.058504089999999906e+03
1.491041040000000066e+03 9.469742610000000393e-01 4.066552389999999832e+03
1.493993989999999940e+03 9.497730699999999970e-01 4.074600680000000011e+03
1.496946950000000015e+03 9.524560530000000247e-01 4.082648979999999938e+03
1.499899899999999889e+03 9.550253589999999626e-01 4.090697279999999864e+03
1.502852849999999989e+03 9.574835529999999872e-01 4.098745570000000043e+03
1.505805810000000065e+03 9.598333070000000244e-01 4.106793859999999768e+03
1.508758759999999938e+03 9.620771679999999826e-01 4.114842160000000149e+03
1.511711710000000039e+03 9.642175250000000197e-01 4.122890449999999873e+03
1.514664659999999913e+03 9.662566719999999831e-01 4.130938750000000255e+03
1.517617619999999988e+03 9.681968770000000113e-01 4.138987039999999979e+03
1.520570570000000089e+03 9.700402820000000315e-01 4.147035329999999703e+03
1.523523519999999962e+03 9.717886820000000148e-01 4.155083620000000337e+03
1.526476480000000038e+03 9.734442789999999679e-01 4.163131910000000062e+03
1.529429429999999911e+03 9.750102379999999735e-01 4.171180199999999786e+03
1.532382380000000012e+03 9.764911590000000530e-01 4.179228500000000167e+03
1.535335340000000087e+03 9.778923729999999814e-01 4.187276789999999892e+03
1.538288289999999961e+03 9.792183490000000434e-01 4.195325079999999616e+03
1.541241240000000062e+03 9.804723370000000271e-01 4.203373370000000250e+03
1.544194189999999935e+03 9.816562779999999933e-01 4.211421659999999974e+03
1.547147150000000011e+03 9.827720730000000238e-01 4.219469949999999699e+03
1.550100100000000111e+03 9.838222420000000135e-01 4.227518229999999676e+03
1.553053049999999985e+03 9.848099449999999644e-01 4.235566520000000310e+03
1.556006010000000060e+03 9.857386439999999972e-01 4.243614810000000034e+03
1.558958959999999934e+03 9.866116499999999512e-01 4.251663099999999758e+03
1.561911910000000034e+03 9.874321270000000483e-01 4.259711390000000392e+03
1.564864859999999908e+03 9.882031980000000049e-01 4.267759680000000117e+03
1.567817819999999983e+03 9.889277600000000445e-01 4.275807960000000094e+03
1.570770770000000084e+03 9.896084520000000273e-01 4.283856249999999818e+03
1.573723719999999958e+03 9.902474369999999526e-01 4.291904540000000452e+03
1.576676680000000033e+03 9.908466649999999598e-01 4.299952830000000176e+03
1.579629629999999906e+03 9.914082269999999752e-01 4.308001110000000153e+03
1.582582580000000007e+03 9.919343969999999677e-01 4.316049399999999878e+03
1.585535540000000083e+03 9.924277209999999849e-01 4.324097689999999602e+03
1.588488489999999956e+03 9.928904960000000113e-01 4.332145980000000236e+03
1.591441440000000057e+03 9.933247219999999933e-01 4.340194260000000213e+03
1.594394389999999930e+03 9.937319810000000420e-01 4.348242549999999937e+03
1.597347350000000006e+03 9.941137020000000435e-01 4.356290829999999914e+03
1.600300300000000107e+03 9.944713349999999563e-01 4.364339119999999639e+03
1.603253249999999980e+03 9.948063900000000404e-01 4.372387410000000273e+03
1.606206210000000056e+03 9.951204080000000118e-01 4.380435690000000250e+03
1.609159159999999929e+03 9.954148029999999592e-01 4.388483979999999974e+03
1.612112110000000030e+03 9.956908549999999858e-01 4.396532259999999951e+03
1.615065070000000105e+03 9.959496920000000530e-01 4.404580549999999675e+03
1.618018019999999979e+03 9.961923670000000230e-01 4.412628840000000309e+03
1.620970970000000079e+03 9.964198869999999486e-01 4.420677120000000286e+03
1.623923919999999953e+03 9.966332129999999623e-01 4.428725410000000011e+03
1.626876880000000028e+03 9.968332640000000522e-01 4.436773689999999988e+03
1.629829829999999902e+03 9.970208929999999636e-01 4.444821979999999712e+03
1.632782780000000002e+03 9.971968970000000265e-01 4.452870259999999689e+03
1.635735740000000078e+03 9.973620189999999885e-01 4.460918550000000323e+03
1.638688689999999951e+03 9.975169510000000406e-01 4.468966830000000300e+03
1.641641640000000052e+03 9.976623439999999787e-01 4.477015120000000024e+03
1.644594589999999926e+03 9.977988039999999836e-01 4.485063400000000001e+03
1.647547550000000001e+03 9.979268980000000067e-01 4.493111689999999726e+03
1.650500500000000102e+03 9.980471570000000181e-01 4.501159969999999703e+03
1.653453449999999975e+03 9.981600809999999768e-01 4.509208260000000337e+03
1.656406410000000051e+03 9.982661369999999978e-01 4.517256540000000314e+03
1.659359359999999924e+03 9.983657620000000454e-01 4.525304820000000291e+03
1.662312310000000025e+03 9.984593630000000442e-01 4.533353110000000015e+03
1.665265270000000100e+03 9.985473190000000443e-01 4.541401389999999992e+03
1.668218219999999974e+03 9.986299849999999978e-01 4.549449679999999717e+03
1.671171170000000075e+03 9.987076919999999802e-01 4.557497959999999694e+03
1.674124119999999948e+03 9.987807520000000494e-01 4.565546250000000327e+03
1.677077080000000024e+03 9.988494540000000255e-01 4.573594530000000304e+03
1.680030029999999897e+03 9.989141440000000038e-01 4.581642810000000281e+03
1.682982979999999998e+03 9.989749919999999506e-01 4.589691100000000006e+03
1.685935940000000073e+03 9.990322910000000167e-01 4.597739379999999983e+03
1.688888889999999947e+03 9.990862879999999890e-01 4.605787669999999707e+03
1.691841840000000047e+03 9.991372320000000418e-01 4.613835949999999684e+03
1.694794789999999921e+03 9.991853710000000444e-01 4.621884229999999661e+03
1.697747749999999996e+03 9.992309649999999710e-01 4.629932520000000295e+03
1.700700700000000097e+03 9.992742909999999812e-01 4.637980800000000272e+03
1.703653649999999971e+03 9.993156490000000280e-01 4.646029089999999997e+03
1.706606610000000046e+03 9.993553710000000478e-01 4.654077369999999974e+03
1.709559559999999919e+03 9.993938289999999558e-01 4.662125649999999951e+03
1.712512510000000020e+03 9.994314410000000315e-01 4.670173939999999675e+03
1.715465470000000096e+03 9.994686820000000527e-01 4.678222219999999652e+03
1.718418419999999969e+03 9.995060860000000158e-01 4.686270499999999629e+03
1.721371370000000070e+03 9.995442490000000513e-01 4.694318790000000263e+03
1.724324319999999943e+03 9.995838369999999751e-01 4.702367070000000240e+03
1.727277280000000019e+03 9.996255779999999591e-01 4.710415350000000217e+03
1.730230229999999892e+03 9.996702659999999740e-01 4.718463639999999941e+03
1.733183179999999993e+03 9.997187549999999590e-01 4.726511919999999918e+03
1.736136140000000069e+03 9.997719459999999669e-01 4.734560199999999895e+03
1.739089089999999942e+03 9.998307859999999714e-01 4.742608489999999620e+03
1.742042040000000043e+03 9.998962500000000420e-01 4.750656769999999597e+03
1.744994989999999916e+03 9.999693330000000158e-01 4.758705049999999574e+03
1.747947949999999992e+03 1.000051040000000002e+00 4.766753340000000208e+03
1.750900900000000092e+03 1.000142340000000019e+00 4.774801620000000185e+03
1.753853849999999966e+03 1.000244219999999906e+00 4.782849900000000162e+03
1.756806810000000041e+03 1.000357600000000069e+00 4.790898180000000139e+03
1.759759759999999915e+03 1.000483369999999983e+00 4.798946469999999863e+03
1.762712710000000015e+03 1.000622340000000055e+00 4.806994749999999840e+03
1.765665670000000091e+03 1.000775250000000005e+00 4.815043029999999817e+03
1.768618619999999964e+03 1.000942779999999921e+00 4.823091320000000451e+03
1.771571570000000065e+03 1.001125519999999991e+00 4.831139600000000428e+03
1.774524519999999939e+03 1.001323959999999902e+00 4.839187880000000405e+03
1.777477480000000014e+03 1.001538480000000009e+00 4.847236170000000129e+03
1.780430429999999888e+03 1.001769389999999982e+00 4.855284450000000106e+03
1.783383379999999988e+03 1.002016910000000038e+00 4.863332730000000083e+03
1.786336340000000064e+03 1.002281140000000015e+00 4.871381010000000060e+03
1.789289289999999937e+03 1.002562100000000012e+00 4.879429299999999785e+03
1.792242240000000038e+03 1.002859729999999949e+00 4.887477579999999762e+03
1.795195200000000114e+03 1.003173880000000073e+00 4.895525859999999739e+03
1.798148149999999987e+03 1.003504329999999944e+00 4.903574150000000373e+03
1.801101100000000088e+03 1.003850789999999993e+00 4.911622430000000350e+03
1.804054049999999961e+03 1.004212890000000025e+00 4.919670710000000327e+03
1.807007010000000037e+03 1.004590209999999928e+00 4.927719000000000051e+03
1.809959959999999910e+03 1.004982290000000056e+00 4.935767280000000028e+03
1.812912910000000011e+03 1.005388619999999955e+00 4.943815560000000005e+03
1.815865870000000086e+03 1.005808620000000042e+00 4.951863839999999982e+03
1.818818819999999960e+03 1.006241720000000006e+00 4.959912129999999706e+03
1.821771770000000060e+03 1.006687300000000063e+00 4.967960409999999683e+03
1.824724719999999934e+03 1.007144720000000104e+00 4.976008689999999660e+03
1.827677680000000009e+03 1.007613330000000085e+00 4.984056980000000294e+03
1.830630630000000110e+03 1.008092449999999918e+00 4.992105260000000271e+03
1.833583579999999984e+03 1.008581420000000062e+00 5.000153540000000248e+03
1.836536540000000059e+03 1.009079569999999926e+00 5.008201820000000225e+03
1.839489489999999932e+03 1.009586230000000029e+00 5.016250109999999950e+03
1.842442440000000033e+03 1.010100709999999902e+00 5.024298389999999927e+03
1.845395400000000109e+03 1.010622359999999942e+00 5.032346669999999904e+03
1.848348349999999982e+03 1.011150540000000042e+00 5.040394959999999628e+03
1.851301300000000083e+03 1.011684589999999995e+00 5.048443239999999605e+03
1.854254249999999956e+03 1.012223899999999954e+00 5.056491519999999582e+03
1.857207210000000032e+03 1.012767849999999914e+00 5.064539799999999559e+03
1.860160159999999905e+03 1.013315860000000068e+00 5.072588090000000193e+03
1.863113110000000006e+03 1.013867349999999945e+00 5.080636370000000170e+03
1.866066070000000082e+03 1.014421770000000000e+00 5.088684650000000147e+03
1.869019019999999955e+03 1.014978589999999903e+00 5.096732930000000124e+03
1.871971970000000056e+03 1.015537279999999987e+00 5.104781219999999848e+03
1.874924919999999929e+03 1.016097370000000000e+00 5.112829499999999825e+03
1.877877880000000005e+03 1.016658389999999912e+00 5.120877779999999802e+03
1.880830830000000105e+03 1.017219880000000076e+00 5.128926059999999779e+03
1.883783779999999979e+03 1.017781419999999937e+00 5.136974350000000413e+03
1.886736740000000054e+03 1.018342620000000087e+00 5.145022630000000390e+03
1.889689689999999928e+03 1.018903090000000011e+00 5.153070910000000367e+03
1.892642640000000029e+03 1.019462469999999898e+00 5.161119190000000344e+03
1.895595600000000104e+03 1.020020410000000100e+00 5.169167480000000069e+03
1.898548549999999977e+03 1.020576600000000056e+00 5.177215760000000046e+03
1.901501500000000078e+03 1.021130749999999976e+00 5.185264040000000023e+03
1.904454449999999952e+03 1.021682570000000068e+00 5.193312320000000000e+03
1.907407410000000027e+03 1.022231799999999913e+00 5.201360599999999977e+03
1.910360359999999901e+03 1.022778179999999981e+00 5.209408889999999701e+03
1.913313310000000001e+03 1.023321509999999934e+00 5.217457169999999678e+03
1.916266270000000077e+03 1.023861579999999938e+00 5.225505449999999655e+03
1.919219219999999950e+03 1.024398169999999997e+00 5.233553729999999632e+03
1.922172170000000051e+03 1.024931119999999973e+00 5.241602009999999609e+03
1.925125129999999899e+03 1.025460269999999952e+00 5.249650300000000243e+03
1.928078080000000000e+03 1.025985460000000016e+00 5.257698580000000220e+03
1.931031030000000101e+03 1.026506570000000007e+00 5.265746860000000197e+03
1.933983979999999974e+03 1.027023460000000110e+00 5.273795140000000174e+03
1.936936940000000050e+03 1.027536039999999984e+00 5.281843420000000151e+03
1.939889889999999923e+03 1.028044200000000075e+00 5.289891700000000128e+03
1.942842840000000024e+03 1.028547850000000041e+00 5.297939989999999852e+03
1.945795800000000099e+03 1.029046920000000087e+00 5.305988269999999829e+03
1.948748749999999973e+03 1.029541339999999972e+00 5.314036549999999806e+03
1.951701700000000073e+03 1.030031059999999998e+00 5.322084829999999783e+03
1.954654649999999947e+03 1.030516030000000027e+00 5.330133109999999760e+03
1.957607610000000022e+03 1.030996199999999918e+00 5.338181389999999737e+03
1.960560559999999896e+03 1.031471550000000015e+00 5.346229669999999714e+03
1.963513509999999997e+03 1.031942059999999994e+00 5.354277960000000348e+03
1.966466470000000072e+03 1.032407700000000039e+00 5.362326240000000325e+03
1.969419419999999946e+03 1.032868459999999988e+00 5.370374520000000302e+03
1.972372370000000046e+03 1.033324350000000003e+00 5.378422800000000279e+03
1.975325329999999894e+03 1.033775359999999921e+00 5.386471080000000256e+03
1.978278279999999995e+03 1.034221499999999905e+00 5.394519360000000233e+03
1.981231230000000096e+03 1.034662779999999893e+00 5.402567640000000210e+03
1.984184179999999969e+03 1.035099219999999987e+00 5.410615920000000187e+03
1.987137140000000045e+03 1.035530829999999902e+00 5.418664200000000164e+03
1.990090089999999918e+03 1.035957650000000063e+00 5.426712489999999889e+03
1.993043040000000019e+03 1.036379689999999965e+00 5.434760769999999866e+03
1.995996000000000095e+03 1.036796990000000029e+00 5.442809049999999843e+03
1.998948949999999968e+03 1.037209590000000015e+00 5.450857329999999820e+03
2.001901900000000069e+03 1.037617510000000021e+00 5.458905609999999797e+03
2.004854849999999942e+03 1.038020809999999905e+00 5.466953889999999774e+03
2.007807810000000018e+03 1.038419509999999990e+00 5.475002169999999751e+03
2.010760759999999891e+03 1.038813659999999972e+00 5.483050449999999728e+03
2.013713709999999992e+03 1.039203309999999991e+00 5.491098729999999705e+03
2.016666670000000067e+03 1.039588500000000026e+00 5.499147009999999682e+03
2.019619619999999941e+03 1.039969289999999935e+00 5.507195289999999659e+03
2.022572570000000042e+03 1.040345709999999979e+00 5.515243569999999636e+03
2.025525529999999890e+03 1.040717829999999955e+00 5.523291849999999613e+03
2.028478479999999990e+03 1.041085690000000064e+00 5.531340140000000247e+03
2.031431430000000091e+03 1.041449349999999940e+00 5.539388420000000224e+03
2.034384379999999965e+03 1.041808859999999948e+00 5.547436700000000201e+03
2.037337340000000040e+03 1.042164279999999943e+00 5.555484980000000178e+03
2.040290289999999914e+03 1.042515649999999905e+00 5.563533260000000155e+03
2.043243240000000014e+03 1.042863050000000014e+00 5.571581540000000132e+03
