(36, 65)
(23, 65)
(14, 65)
(71, 99)
(37, 137)
(11, 66)
(83, 137)
(37, 82)
(52, 137)
(85, 137)
(37, 100)
(11, 99)
(55, 65)
(37, 66)
(87, 137)
(23, 137)
(100, 137)
(36, 137)
(11, 65)
(26, 65)
(11, 138)
(40, 137)
(86, 137)
(119, 137)
(37, 65)
(37, 138)
(11, 137)
(66, 137)
(36, 99)
(88, 137)
(68, 137)
(101, 137)
(11, 82)
(26, 137)
