(11, 36)
(11, 100)
(36, 65)
(11, 118)
(11, 66)
(83, 137)
(37, 100)
(137, 138)
(37, 118)
(11, 38)
(66, 99)
(37, 66)
(83, 118)
(23, 82)
(100, 137)
(36, 137)
(11, 68)
(11, 65)
(83, 84)
(11, 138)
(101, 138)
(99, 138)
(83, 99)
(23, 118)
(83, 120)
(119, 137)
(11, 12)
(11, 137)
(66, 137)
(36, 99)
(11, 85)
(11, 82)
